species,中級,[名詞] 種類;種,（動植物的）種，物種,a set of animals or plants in which the members have similar characteristics to each other and can breed with each other
proverb,中級,"[名詞] 諺語,俗語",諺語，格言,"a short sentence, etc., usually known by many people, stating something commonly experienced or giving advice"
committee,中級,[名詞] 委員會,（代表較大的組織決策或搜集資訊的）委員會,a small group of people chosen to represent a larger organization and either make decisions or collect information for it
fashion,中級,[動詞] 把...塑造成; [名詞] 流行式樣;時尚,（尤指服裝、髮型、妝容的）流行款式，時興式樣; 趕時髦，追隨潮流,"a style that is popular at a particular time, especially in clothes, hair, make-up, etc.; to do what is popular at the time"
experiment,中級,"[動詞] 進行實驗,試驗; [名詞] 實驗;試驗",實驗；試驗；試用; 進行實驗；做試驗；試用,a test done in order to learn something or to discover if something works or is true; to try something in order to discover what it is like or find out more about it
sauce,中級,"[名詞] 調味醬,醬汁",調味汁，醬; 酒,a thick liquid eaten with food to add flavour; alcohol
feature,中級,"[動詞] (以...為特色) ; [名詞] (特徵,特色) ",特色，特徵，特點; （建築物的）外部特徵；地形,a typical quality or an important part of something; a part of a building or of an area of land
arrow,中級,[名詞] 箭;箭號,箭；矢; （指示方向的）箭號，箭頭,"a weapon that is like a long, thin stick with a sharp point at one end and often feathers at the other, shot from a bow (= a long, thin piece of wood bent into a curve by a piece of string); a sign consisting of a straight line with an upside down V shape at one end of it that points in a particular direction, used to show where something is"
established,中級,[動詞] establish(建立;設立) 的過去式及過去分詞,（因長期存在而）已確立的；被承認的；既定的; （因為優秀而）被認可的，著名的,"accepted or respected because of having existed for a long period of time; used for describing someone who is known for doing a job well, because they have been doing it for a long time"
plastic,中級,"[形容詞] 可塑的,塑性的;整形的; [名詞] 塑膠;塑膠製品;信用卡",塑膠; 塑膠製造（業）,an artificial substance that can be shaped when soft into many different forms and has many different uses; the process or business of producing plastic
march,中級,[動詞] 行軍;把(人)強行帶走; [名詞] 三月,抗議遊行，示威遊行; 進行曲,"an event in which a large number of people walk through a public place to express their support for something, or their disagreement with or disapproval of something; a piece of music with a strong, regular beat, written for marching to"
bureau,中級,[名詞] 事務處,（搜集或提供資訊的）辦事處，辦公室，機構; （政府部門的）局，處，科,an organization or a business that collects or provides information; a government organization
wildlife,中級,[名詞] 野生生物,野生動植物，野生生物,"animals and plants that grow independently of people, usually in natural conditions"
vitamin,中級,[名詞] 維他命,維生素；維他命,any of a group of natural substances that are necessary in small amounts for the growth and good health of the body
superior,中級,"[形容詞] 優秀的,上等的; [名詞] 上司;長官",好於平均的，好過其他的，優越的; （人）高傲的，傲慢的，有優越感的,better than average or better than other people or things of the same type; A superior person believes that or acts as if they are better than other people.
misleading,中級,[形容詞] 使人誤解的; [動詞] mislead(把...帶錯方向;把...引入歧途) 的現在分詞,誤導的；引入歧途的；讓人產生錯誤觀念的,causing someone to believe something that is not true
China,中級,[名詞] 中國,瓷；瓷料；瓷器，瓷製品; 中國,"clay of a high quality that is shaped and then heated to make it permanently hard, or objects made from this, such as cups and plates; a country in East Asia"
literary,中級,"[形容詞] 文學的,文藝的",文學的，與文學相關的,connected with literature
nevertheless,中級,"[副詞] 仍然,不過,然而",不過，仍然；儘管如此,despite what has just been said or referred to
challenging,中級,[動詞] challenge(對...提出異議) 的現在分詞,有難度的；具有挑戰性的；考驗人的,"difficult, in a way that tests your ability or determination"
familiar,中級,[形容詞] 熟悉的;常見的,熟悉的；常見的；常聽說; 對…熟悉,"easy to recognize because of being seen, met, heard, etc. before; to know something or someone well"
originally,中級,"[形容詞] original(最初的,本來的;原始的) 的衍生的副詞",原本，起初，原先,first of all
tropical,中級,[形容詞] 熱帶的,熱帶的; （天氣）極熱的,from or relating to the area between the two tropics; extremely hot
elegant,中級,"[形容詞] 優美的,漂亮的",高雅的；優雅的; （想法、計劃或辦法）巧妙的，簡捷的，簡練的,"graceful and attractive in appearance or behaviour; An elegant idea, plan, or solution is clever but simple, and therefore attractive."
continual,中級,"[形容詞] 不間斷的,連續的",（通常指令人討厭或引起不便地）頻頻的，頻繁的，再三的,"happening repeatedly, usually in an annoying or not convenient way"
merrier,中級,"[形容詞] merry(愉快的,興高采烈的) 的比較級",愉快的，快樂的，興高采烈的; （英國禮貌的說法）微醉的,happy or showing enjoyment; UK polite word for slightly drunk
performance,中級,[名詞] 演出;演奏;表演,工作情況；業績；表現；工作性能; 表演，演出,"how well a person, machine, etc. does a piece of work or an activity; the action of entertaining other people by dancing, singing, acting, or playing music"
reflect,中級,"[動詞] 反射;照出,映出",反射（光、熱、聲等）；反映，映出（影像）; 顯示；反映；表達,"If a surface reflects light, heat, sound, or an image, it sends the light, etc. back and does not absorb it.; to show, express, or be a sign of something"
significant,中級,[形容詞] 有意義的,重要的；顯著的; 有特殊意義的,important or noticeable; having a special meaning
actually,中級,[形容詞] actual(實際的;事實上的) 的衍生的副詞,實際上；事實上；的確; （表示意外或與通常預期的相反）居然，竟然,in fact or really; used in sentences in which there is information that is in some way surprising or the opposite of what most people would expect
nowhere,中級,[副詞] 任何地方都不,任何地方都不；無處; 不成功；名落孫山,"in, at, or to no place; not anywhere; not in a successful or winning position"
feedback,中級,[名詞] 反饋的信息,回饋資訊，回饋意見; （擴音器的）回饋噪音,"information or statements of opinion about something, such as a new product, that can tell you if it is successful or liked; the sudden, high, unpleasant noise sometimes produced by an amplifier when sound it produces is put back into it"
relaxing,中級,"[動詞] relax(使鬆弛,使鬆懈,放鬆) 的現在分詞",使人放鬆的；令人輕鬆的,making you feel relaxed
pop,中級,"[動詞] 發出砰(或啪)的響聲; [名詞] 流行音樂,汽水,發出砰的一聲,",流行音樂; 發出砰的一聲,"modern popular music, usually with a strong beat, created with electrical or electronic equipment, and easy to listen to and remember; a short, sharp sound like something exploding"
alongside,中級,[副詞] 在旁邊;沿著; [介系詞] 在...旁邊;沿著...的邊,在…旁邊；與…一起,"next to, or together with"
floating,中級,[動詞] float(浮) 的現在分詞,流動的；浮動的; （身體部位）浮游的，浮動的，不在正常位置的,"not fixed in one position, place, or level; used to refer to a part of the body that is out of its usual position, or not connected to another part of the body"
involved,中級,"[形容詞] 牽扯在內的; [動詞] involve(使捲入,連累;牽涉) 的過去式及過去分詞",複雜的，複雜難懂的; 與…關係親密的,not simple and therefore difficult to understand; being in a close relationship with someone
lunar,中級,[形容詞] 月的;陰曆的,月亮的，月球的,of or relating to the moon
might,中級,"[名詞] 力量,威力",（may 的過去式）可能，可以; （表示可能性）可能，也許,"past simple of the verb may, used especially when reporting what someone has said, thought, asked, etc.; used to express the possibility that something will happen or be done, or that something is true although not very likely"
elderly,中級,[形容詞] 年長的;上了年紀的,（帶有敬意）年老的；上了年紀的；年紀較大的; （總稱）老人，上了年紀的人,polite word for old; old people considered as a group
magical,中級,"[形容詞] 魔術的,魔法的",有魔力的；用魔法的; 魔幻的，十分奇妙的（形容事物不可思議）,produced by or using magic; used for describing something with a special and exciting quality
relatively,中級,"[副詞] 相對地,比較而言;相當",較好／較差等; 相對而言，相對來說,"quite good, bad, etc. in comparison with other similar things or with what you expect; said when you are judging one thing in comparison with other things"
musical,中級,[形容詞] 音樂的; [名詞] 歌舞劇;音樂片,音樂的；用於音樂的; 有音樂天賦的；愛好音樂的,"related to or connected with music; If you are musical, you have a skill in or a great liking for music."
domestic,中級,[形容詞] 國內的,本國的，國內的; 家庭的,"relating to a person's own country; belonging or relating to the home, house, or family"
artistic,中級,[形容詞] 藝術的,藝術的；美術的; 有藝術天賦的；有藝術鑒賞力的,relating to art; able to create or enjoy art
practical,中級,[形容詞] 實用的；切合實際的,實際的；實做的；有實際經驗的; 實際上,"relating to experience, real situations, or actions rather than ideas or imagination; in fact"
romantic,中級,[形容詞] 富於浪漫色彩的; [名詞] 浪漫的人;愛幻想者,愛情的，情愛的; 富於浪漫色彩的；充滿傳奇色彩的；驚險的,relating to love or a close loving relationship; exciting and mysterious and having a strong effect on your emotions
native,中級,"[形容詞] 本土的,本國的; [名詞] 土著,原住民",出生國的；出生地的；土生土長的; （動植物）原產於（某地）的，土生的,"relating to or describing someone's country or place of birth or someone who was born in a particular country or place; used to refer to plants and animals that grow naturally in a place, and have not been brought there from somewhere else"
scientific,中級,[形容詞] 科學的,科學的；應用科學方法的; 審慎而系統化的,"relating to science, or using the organized methods of science; careful and using a system or method"
professional,中級,"[形容詞] 職業性的; [名詞] 專家,內行",職業的；專業的; 非常內行的；極為稱職的,"relating to work that needs special training or education; having the qualities that you connect with trained and skilled people, such as effectiveness, skill, organization, and seriousness of manner"
apart,中級,"[形容詞] 分開的,相間隔的; [副詞] 分開地,相間隔地",（指空間或時間）相隔，相距; 成碎片；成零碎；破裂,separated by a distance or by time; into smaller pieces
part,中級,"[動詞] 使分開,使分離;斷裂;告別",部分，局部; 部分地；在一定程度上,"some but not all of a thing; partly, or to some degree"
dancer,中級,[名詞] 舞蹈演員;舞蹈家,舞蹈演員；跳舞者,someone who dances either as a job or for pleasure
employee,中級,"[名詞] (受雇者,雇工,雇員) ",受僱者，僱員，員工,someone who is paid to work for someone else
psychologist,中級,[名詞] 心理學家,心理學家,"someone who studies the human mind and human emotions and behaviour, and how different situations have an effect on people"
tourist,中級,"[名詞] (旅遊者,觀光者) ",旅遊者，遊客; 巡迴比賽運動隊隊員,"someone who visits a place for pleasure and interest, usually while on holiday; a member of a sports team who is travelling from place to place in a foreign country, playing games"
appropriate,中級,"[形容詞] 適當的,恰當的",適當的，恰當的；合適的; 挪用；佔用；盜用；侵吞,"suitable or right for a particular situation or occasion; to take something for your own use, usually without permission"
salty,中級,[形容詞] 有鹽分的;鹹味濃的,鹹的,tasting of salt
tasty,中級,[形容詞] 高雅的;大方的,美味的，可口的; 有魅力的，迷人的,Tasty food has a strong and very pleasant flavour.; used to describe someone who is very sexually attractive
communication,中級,[名詞] 交往;通信,交流；溝通；交際；傳達；傳播；通訊; 訊息，消息；信件,the act of communicating with people; a message or a letter
suicide,中級,"[名詞] 自殺,自殺行為",自殺；自殺者; 自殺性的行為；自取滅亡的行為,"the act of killing yourself intentionally, or a person who has done this; any act that has the effect of causing your own defeat"
drawing,中級,"[名詞] (描繪,素描;製圖;抽籤;提款) ",繪畫；圖畫,"the act of making a picture with a pencil or pen, or a picture made in this way"
refusal,中級,[名詞] 拒絕,拒絕；回絕,the act of refusing to do or accept something
union,中級,[名詞] 工會;結合,聯合；結合；合併；統一; （美國內戰時的）聯邦,the act or the state of being joined together; (in the American Civil War) the states that did not separate from the United States
dealing,中級,[動詞] deal(處理;對付;對待[(+with)]) 的現在分詞,販賣毒品；非法交易（毒品）; 股票交易，買賣股票,"the activity of selling illegal drugs; the activity of buying and selling shares, or a sale of shares"
administration,中級,[名詞] 管理;經營;管理部門,管理；經營；行政; （企業、機關等的）管理人員；行政人員；管理部門,the arrangements and tasks needed to control the operation of a plan or organization; the people in an organization who manage its business and operations
tourism,中級,"[名詞] 旅遊,觀光",旅遊業,"the business of providing services such as transport, places to stay, or entertainment for people who are on holiday"
sweating,中級,[動詞] sweat(出汗) 的現在分詞,汗，汗水; （運動時或非正式場合穿的）田徑服，運動服,"the clear, salty liquid that you pass through your skin; a loose top and trousers, worn either by people who are training for a sport or exercising, or as informal clothing"
researcher,中級,[名詞] (研究員;調查者) ,市場調查，市場調研; 市場調查員,the collection and examination of information about things that people buy or might buy and their feelings about things that they have bought; someone whose job is doing market research
explosion,中級,[名詞] 爆發;爆炸,爆炸；爆破；爆裂; （情感的）突然迸發，爆發，突然發作,the fact of something such as a bomb exploding; a sudden strong expression of emotion
staff,中級,[動詞] 給...配備職員; [名詞] (全體)職員;幕僚,全體員工，全體僱員; （一位）員工,the group of people who work for an organization; a person who works for an organization
combination,中級,[名詞] 組合,聯合；混合；結合；綜合; 組合,the mixture you get when two or more things are combined; an arrangement in a particular order
fare,中級,"[名詞] (交通工具的)票價,車(船)費",車費；車票價; 計程車乘客,the money that you pay for a journey in a vehicle such as a bus or train; someone who pays to be driven somewhere in a taxi
reputation,中級,"[名詞] 名譽,名聲",名譽；聲望；名望,"the opinion that people in general have about someone or something, or how much respect or admiration someone or something receives, based on past behaviour or character"
community,中級,[名詞] 社區,社區；群體；社團，團體，界; （動植物的）群落,"the people living in one particular area or people who are considered as a unit because of their common interests, social group, or nationality; a group of animals or plants that live or grow together"
lifetime,中級,"[名詞] 一生,終身",有生之年，終生，一輩子,the period of time during which someone lives or something exists
destination,中級,"[名詞] 目的地,終點",目的地；終點,the place where someone is going or where something is being sent or taken
risk,中級,"[動詞] (冒...的風險) ; [名詞] (危險,風險) ",風險；危險; 潛在危險；隱患,the possibility of something bad happening; something bad that might happen
beauty,中級,[名詞] 美貌;美人,美，美麗；美人；美景; 好東西；美好的事物,"the quality of being pleasing, especially to look at, or someone or something that gives great pleasure, especially when you look at it; something that is an excellent example of its type"
reading,中級,[名詞] 閱讀;讀物;學識;讀數;看法,讀，閱讀；讀書; （尤指文學著作的）讀書會，朗誦會,"the skill or activity of getting information from books; an occasion when something written, especially a work of literature, is spoken to an audience"
fame,中級,"[名詞] 聲譽,名望",名聲，名氣；聲譽，名望,"the state of being known or recognized by many people because of your achievements, skills, etc."
reality,中級,[名詞] 現實;真實,現實；實際情況; 事實；真實,"the state of things as they are, rather than as they are imagined to be; a fact"
belly,中級,[名詞] 腹部,腹部，胃; （物體的）鼓起部分,the stomach or the front part of the body between your chest and your legs; the rounded or curved part of an object
economy,中級,"[名詞] 節約,節省",經濟；經濟制度; 節省；節約；節儉,"the system of trade and industry by which the wealth of a country is made and used; the intentional saving of money or, less commonly, the saving of time, energy, words, etc."
background,中級,[名詞] (背景) 的複數,（畫、相片的）背景，襯托; 背景聲音；背景音樂,the things that can be seen behind the main things or people in a picture; sounds that can be heard behind other sounds that are louder
sunrise,中級,[名詞] 日出;黎明,日出（時分），拂曉，黎明; 晨曦，朝霞,the time in the morning when the sun starts to rise in the sky; the appearance of the sky when the sun starts to rise
surgery,中級,[名詞] (外科)手術,外科手術; （醫生或牙醫的）診所,the treatment of injuries or diseases in people or animals by cutting open the body and removing or repairing the damaged part; a place where you can go to ask advice from or receive treatment from a doctor or dentist
formation,中級,"[名詞] 形成;構成物; 形態, 結構",結構；形狀；形成方式；組成方式; 形成，構成,the way something is naturally made or the way it has been arranged; the development of something into a particular thing or shape
tire,中級,[動詞] 疲勞; [名詞] 輪胎,（使）感到疲勞；（使）感到累; 輪胎（tyre 的美式拼寫）,"to begin to feel as if you have no energy and want to rest or go to sleep, or to make someone feel this way; US spelling of tyre"
explode,中級,[動詞] (使爆炸) ,（使）爆炸，（使）爆破; （情感）突然迸發，爆發，突然發作,"to break up into pieces violently, or to cause something to do this; to react suddenly with a strong expression of emotion"
undertaken,中級,[動詞] undertake(著手做;進行) 的過去分詞,（開始）做，承擔，從事（尤指耗時或困難之事）; 承諾，允諾，答應,"to do or begin to do something, especially something that will take a long time or be difficult; to promise that you will do something"
committing,中級,"[動詞] commit(使作出保證;犯(罪),做(錯事等)) 的現在分詞",做（違法或錯誤的事）；犯（罪、錯）; 承諾，保證；（使）忠於；（使）致力於；投入（時間或金錢）,"to do something illegal or something that is considered wrong; to promise or give your loyalty, time, or money to a particular principle, person, or plan of action"
mean,中級,[形容詞] 兇的;吝嗇的,意思是；意味著; （用於強調）是…的意思,"to express or represent something such as an idea, thought, or fact; used to add emphasis to what you are saying"
ban,中級,[動詞] 禁止;取締; [名詞] 禁止;禁令,（尤指官方）禁止; （尤指官方）禁止，取締,"to forbid (= refuse to allow) something, especially officially; an official order that prevents something from happening"
escaping,中級,[動詞] escape(逃跑;逃脫) 的現在分詞,逃走，逃脫，逃離；逃避，避開; 退出，結束（電腦運行程式）,"to get free from something, or to avoid something; to press the key on a computer keyboard that allows you to leave a particular screen and return to the previous one or to interrupt a process"
obtain,中級,"[動詞] 得到,獲得",得到，獲得; （尤指情況）存在,"to get something, especially by asking for it, buying it, working for it, or producing it from something else; (especially of a situation) to exist"
releasing,中級,"[動詞] release(釋放,解放) 的現在分詞",釋放，放走；放開，鬆開; 拉開；鬆開,to give freedom or free movement to someone or something; to move a device from a fixed position to allow it to move freely
decline,中級,"[動詞] 下降,下跌,衰退,婉拒,謝絕",（逐漸）減少，衰落，降低; 拒絕，謝絕,"to gradually become less, worse, or lower; to refuse"
consist,中級,"[動詞] 組成,構成",在於，存在於,to have something as a main and necessary part or quality
preserve,中級,"[動詞] 保存,保藏;防腐; [名詞] 保護區",保護，維護；保存；保養; 對…進行保鮮處理；貯存,"to keep something as it is, especially in order to prevent it from decaying or being damaged or destroyed; to treat food in a particular way so that it can be kept for a long time without going bad"
browsing,中級,[動詞] browse(瀏覽) 的現在分詞,流覽；隨意看; 瀏覽（網際網路）；在網路上瀏覽（資訊）,"to look through a book or magazine without reading everything, or to walk around a shop looking at several things without intending to buy any of them; to look at information on the internet"
reveal,中級,"[動詞] 展現,顯露出",揭露；洩露；透露; 使顯露；展現；顯示,"to make known or show something that is surprising or that was previously secret; to allow something to be seen that, until then, had been hidden"
overlook,中級,[動詞] 眺望;俯瞰,眺望；（尤指）俯瞰，俯視; 忽視；忽略，沒注意到,"to provide a view of, especially from above; to fail to notice or consider something or someone"
settle,中級,[動詞] 安放;安頓;解決(問題等),確定；決定；解決，結束（爭端等）; 安排,"to reach a decision or an agreement about something, or to end a disagreement; to arrange something"
quoted,中級,[動詞] quote(引用;引述) 的過去式及過去分詞,引用，引述，援引; 舉出，舉證,"to repeat the words that someone else has said or written; If you quote a fact or example, you refer to it in order to add emphasis to what you are saying."
respond,中級,"[動詞] 作答,回答",回答，作答；回應，作出反應; （疾病或病人經治療後）有良好反應，有起色，有好轉,"to say or do something as a reaction to something that has been said or done; If diseases or patients respond to treatment, the treatment begins to cure them."
explore,中級,[動詞] 探測;探勘,探測；勘查；探索；研究; 仔細研究；探究，探討,to search and discover (about something); to think or talk about something in order to find out more about it
tremble,中級,"[動詞] 發抖;震顫; [名詞] 震顫,發抖",（通常因寒冷、害怕或情緒激動）顫抖，發抖; 顫抖；發抖,"to shake slightly, usually because you are cold, frightened, or very emotional; a slight shake"
represent,中級,[動詞] 象徵;表示,作為…的代表（或代理人）；作為…的代言人; （在議會或國會中等）代表某一地區,"to speak, act, or be present officially for another person or people; to be the Member of Parliament, or of Congress, etc. for a particular area"
awaken,中級,[動詞] 醒;覺醒;喚起,（使）醒來；喚醒,to stop sleeping or to make someone stop sleeping
chat,中級,"[動詞] 閒談,聊天; [名詞] 閒談,聊天",閒談，聊天，閒聊; （在網際網路上）聊天,"to talk to someone in a friendly informal way; to take part in a discussion that involves sending messages over the internet, by smartphone, etc."
educate,中級,[動詞] 教育,（尤指透過正規學校體系）教育，培養,"to teach someone, especially using the formal system of school, college, or university"
misunderstand,中級,[動詞] 誤會;曲解,誤解；誤會; （人）被誤解,"to think you have understood someone or something when you have not; If someone is misunderstood, other people do not understand that they have good qualities."
observe,中級,[動詞] 看到;觀察,觀察；觀測；監視; 注意到，覺察到；看到,"to watch carefully the way something happens or the way someone does something, especially in order to learn more about it; to notice or see"
messy,中級,[形容詞] 混亂的,淩亂的，雜亂的；髒的; 會把東西弄髒的，導致周圍變得雜亂的,untidy; producing or causing dirt and untidiness
labor,中級,"[動詞] 勞動;努力; [名詞] 勞工;分娩,陣痛",（labour的美式拼寫）; （澳大利亞）工黨,"US spelling of labour; the Labor Party, an Australian political party that believes in social equality and the rights of workers"
traveler,中級,[名詞] (旅客;遊客) ,（traveller的美式拼寫）,US spelling of traveller  
probably,中級,[形容詞] probable(很可能發生的) 的衍生的副詞,很可能；大概,used to mean that something is very likely
even,中級,[形容詞] 均勻的;偶數的;平手的,（用來表示令人驚訝、不同尋常、出乎意料或極端的事物）甚至，連，即使; 正當，恰好在…的時候,"used to show that something is surprising, unusual, unexpected, or extreme; at the same time as"
will,中級,[名詞] 意志;決心;遺囑,將，將要; 能；願意,"used to talk about what is going to happen in the future, especially things that you are certain about or things that are planned; used to talk about what someone or something is able or willing to do"
ourselves,中級,[代名詞] (反身代名詞) 我們自己,（we 的反身形式）我們自己; （強調主語）我們自己，我們自身，我們親自,"used when the subject of the verb is ""we"" or the speaker and one or more others, and the object is the same group of people; used to emphasize the subject ""we"""
violent,中級,[形容詞] 暴力的,使用暴力的；強暴的; 暴力的；暴力引起的,using force to hurt or attack; used to describe a situation or event in which people are hurt or killed
highly,中級,"[副詞] 非常,很,高度地",非常，極其; 對（某人）評價很高／對（某人）高度讚揚,"very, to a large degree, or at a high level; to admire or say admiring things about someone"
bald,中級,[形容詞] 禿頭的,禿頭的; 全禿的,with little or no hair on the head; completely bald
definitely,中級,"[形容詞] definite(明確的,確切的) 的衍生的副詞",肯定，當然，毫無疑問,without any doubt
despite,中級,"[介系詞] 不管,儘管,任憑",不管；儘管；無論; 不由自主地，忍不住地,"without taking any notice of or being influenced by; not prevented by; If you do something despite yourself, you do it although you do not want to or although you know you should not."
unexpectedly,中級,[形容詞] unexpected(想不到的;意外的) 的衍生的副詞,,
gross,中高級,[形容詞] 總的;粗略的;令人噁心的; [動詞] 獲得...總收入(或毛利); [名詞] 總額;總量; [名詞] gross(總額;總量) 的複數,總的，毛的；總共，全部; 極其令人厭惡的，令人噁心的，令人不快的,(in) total; extremely unpleasant
casino,中高級,[名詞] 賭場,賭場,"a building where games, especially roulette and card games are played for money"
establishment,中高級,[名詞] 建立;創立;建立的機構,企業；機構；單位; （尤指支持維持現狀的）當權派，統治集團，權勢集團,"a business or other organization, or the place where an organization operates; the important and powerful people who control a country or an organization, especially those who support the existing situation"
